,ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
112,2017,Sul,SC,4205704,Interior,Estadual,Urbana,164.608183,220.84542799999997,Masculino,Branca,Fevereiro,2003,"Sim, um",Completou a Faculdade,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
113,2017,Nordeste,MA,2108058,Interior,Municipal,Urbana,219.86914,229.90183,Feminino,Parda,Março,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
114,2017,Sudeste,SP,3549805,Interior,Estadual,Urbana,279.729621,239.639894,Masculino,Parda,Março,2003,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
116,2017,Sul,SC,4205407,Capital,Estadual,Urbana,231.190716,256.108569,Masculino,Preta,Janeiro,2003,"Sim, dois",Não sei,Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
117,2017,Nordeste,PE,2615607,Interior,Estadual,Urbana,301.810821,223.326098,Masculino,Parda,Novembro,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
118,2017,Sudeste,MG,3101607,Interior,Estadual,Urbana,147.468803,204.367923,Masculino,Não quero declarar,Maio,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
119,2017,Nordeste,PB,2511400,Interior,Municipal,Urbana,288.124142,225.640431,Feminino,Parda,Junho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente trabalhar
120,2017,Sul,SC,4202602,Interior,Estadual,Urbana,219.88109500000002,195.70768600000002,Feminino,Branca,Janeiro,2001,Não tem,Não completou o 5.º ano do Ensino Fundamental,"Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Mais de 3 horas,Sim,Continuar estudando e trabalhar
121,2017,Sudeste,MG,3139201,Interior,Estadual,Urbana,274.136598,248.654377,Masculino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
122,2017,Nordeste,PE,2605707,Interior,Estadual,Urbana,265.31780299999997,237.7784,Masculino,Branca,Outubro,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
123,2017,Sudeste,SP,3525102,Interior,Municipal,Urbana,237.96312200000003,270.128488,Masculino,Branca,Novembro,2002,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
124,2017,Sul,PR,4113700,Interior,Estadual,Urbana,293.792643,265.79951600000004,Feminino,Branca,Março,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
125,2017,Sul,RS,4301602,Interior,Estadual,Urbana,303.01813599999997,266.28522000000004,Masculino,Branca,Junho,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Sim,Ainda não sei
126,2017,Nordeste,CE,2309607,Interior,Municipal,Rural,254.64170099999998,274.57684700000004,Masculino,Amarela,Fevereiro,2003,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
127,2017,Sul,SC,4212700,Interior,Estadual,Rural,204.91503799999998,239.016471,Feminino,Branca,Março,2002,"Sim, dois","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
128,2017,Norte,PA,1508035,Interior,Municipal,Rural,244.206302,225.49958199999998,Masculino,Parda,Outubro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
130,2017,Nordeste,PE,2611903,Interior,Municipal,Urbana,182.802931,191.862294,Masculino,Parda,Julho,2001,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Sim,Somente continuar estudando
131,2017,Sudeste,SP,3549805,Interior,Municipal,Urbana,218.314791,284.761771,Masculino,Parda,Janeiro,2003,"Sim, um",Completou a Faculdade,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
132,2017,Sul,SC,4204608,Interior,Estadual,Urbana,226.506898,274.051962,Feminino,Branca,Junho,2001,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
133,2017,Nordeste,PE,2606408,Interior,Municipal,Urbana,235.057719,240.64355299999997,Masculino,Parda,Outubro,1998 ou antes,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Sim,Continuar estudando e trabalhar
134,2017,Nordeste,CE,2301950,Interior,Municipal,Urbana,186.01228500000002,175.131205,Feminino,Parda,Julho,2003,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
135,2017,Sudeste,SP,3549904,Interior,Estadual,Urbana,174.24158799999998,186.185646,Masculino,Branca,Julho,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
137,2017,Nordeste,PE,2611606,Capital,Estadual,Urbana,279.15808300000003,328.27797200000003,Masculino,Parda,Abril,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
138,2017,Nordeste,BA,2917508,Interior,Municipal,Rural,285.661909,284.203686,Feminino,Parda,Junho,2003,"Sim, um",Completou a Faculdade,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
139,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,329.157238,302.433416,Feminino,Parda,Abril,2003,"Sim, três",Não sei,Não sei,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
140,2017,Nordeste,RN,2412005,Interior,Municipal,Rural,213.448063,236.447716,Masculino,Parda,Agosto,1999,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Menos de 1 hora,Menos de 1 hora,Sim,Somente continuar estudando
141,2017,Sudeste,MG,3134400,Interior,Estadual,Urbana,305.81451,288.68809500000003,Feminino,Parda,Março,2002,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
142,2017,Norte,AM,1300300,Interior,Estadual,Urbana,226.329773,225.365106,Masculino,Parda,Novembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
143,2017,Sudeste,SP,3539301,Interior,Estadual,Urbana,346.9887,361.21806000000004,Feminino,Parda,Julho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
144,2017,Sul,PR,4108304,Interior,Estadual,Urbana,217.05623799999998,158.831046,Masculino,Parda,Setembro,2003,"Sim, três",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
146,2017,Sudeste,SP,3550308,Capital,Municipal,Urbana,231.823022,225.272827,Feminino,Não quero declarar,Fevereiro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Mais de 3 horas,Não,Continuar estudando e trabalhar
147,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,156.419106,214.730528,Masculino,Amarela,Fevereiro,2003,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Sim,Ainda não sei
148,2017,Centro-Oeste,MS,5008305,Interior,Estadual,Urbana,205.350661,155.39858600000002,Feminino,Não quero declarar,Agosto,2000,"Sim, dois",Completou a Faculdade,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
150,2017,Sudeste,SP,3552403,Interior,Estadual,Urbana,324.283458,281.474128,Feminino,Branca,Setembro,2003,"Sim, dois","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
151,2017,Sudeste,SP,3518800,Interior,Estadual,Urbana,274.021949,307.537279,Masculino,Preta,Fevereiro,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
152,2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,262.031815,184.763801,Feminino,Preta,Julho,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
153,2017,Nordeste,BA,2933307,Interior,Municipal,Urbana,236.56154700000002,258.38534300000003,Masculino,Preta,Julho,2002,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
154,2017,Sudeste,MG,3168606,Interior,Estadual,Urbana,254.41069500000003,221.16479700000002,Masculino,Parda,Maio,2003,Não tem,Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
155,2017,Norte,AP,1600600,Interior,Estadual,Urbana,234.632067,153.010251,Feminino,Parda,Abril,2001,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
158,2017,Nordeste,PE,2613909,Interior,Estadual,Urbana,309.37822400000005,323.06712999999996,Masculino,Parda,Junho,2002,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
159,2017,Sul,RS,4318705,Interior,Municipal,Urbana,182.172718,228.878497,Masculino,Branca,Maio,2001,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
160,2017,Sul,RS,4303103,Interior,Municipal,Urbana,225.771622,223.472815,Masculino,Branca,Outubro,2002,"Sim, um",Completou a Faculdade,Completou a Faculdade,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
161,2017,Sudeste,RJ,3302007,Interior,Municipal,Urbana,218.185927,277.818658,Masculino,Não quero declarar,Fevereiro,2000,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
163,2017,Sudeste,MG,3133808,Interior,Estadual,Urbana,369.920762,304.143218,Masculino,Branca,Julho,2002,"Sim, quatro ou mais",Completou a Faculdade,Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
164,2017,Nordeste,MA,2104800,Interior,Municipal,Urbana,164.053448,270.21506600000004,Masculino,Não quero declarar,Novembro,2002,"Sim, um",Completou a Faculdade,"Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
165,2017,Sul,RS,4313409,Interior,Estadual,Urbana,213.022577,206.01372800000001,Feminino,Branca,Maio,2000,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
166,2017,Norte,TO,1708304,Interior,Estadual,Urbana,227.656091,238.546417,Feminino,Parda,Fevereiro,2003,"Sim, dois",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
167,2017,Nordeste,BA,2933059,Interior,Municipal,Urbana,186.259764,192.663455,Masculino,Branca,Fevereiro,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Nunca estudou,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
168,2017,Nordeste,PE,2607208,Interior,Municipal,Urbana,191.404438,195.71841799999999,Feminino,Preta,Abril,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
169,2017,Sudeste,ES,3205002,Interior,Estadual,Urbana,224.60562599999997,202.398333,Masculino,Indígena,Setembro,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,"Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Sim,Continuar estudando e trabalhar
170,2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,210.500679,301.361736,Masculino,Parda,Abril,2003,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Ainda não sei
171,2017,Nordeste,AL,2708501,Interior,Municipal,Urbana,178.416177,181.129626,Masculino,Parda,Janeiro,2000,"Sim, um",Não sei,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente trabalhar
172,2017,Nordeste,MA,2111763,Interior,Municipal,Urbana,226.01557599999998,198.56467800000001,Feminino,Parda,Novembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
173,2017,Centro-Oeste,MT,5107602,Interior,Estadual,Urbana,241.00146600000002,268.205178,Masculino,Parda,Abril,2003,Não tem,Completou a Faculdade,Nunca estudou,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
174,2017,Nordeste,BA,2925303,Interior,Municipal,Rural,281.71380899999997,219.87072200000003,Feminino,Parda,Janeiro,2003,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
177,2017,Centro-Oeste,GO,5222054,Interior,Municipal,Urbana,262.314168,236.08575699999997,Masculino,Branca,Outubro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
179,2017,Sudeste,SP,3549805,Interior,Estadual,Urbana,238.155398,225.35537999999997,Masculino,Preta,Julho,2001,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Nunca estudou,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Ainda não sei
180,2017,Sudeste,SP,3522406,Interior,Municipal,Urbana,269.771386,220.414443,Feminino,Parda,Novembro,2003,"Sim, dois",Não sei,Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
181,2017,Sudeste,SP,3548708,Interior,Estadual,Urbana,168.295637,217.961664,Masculino,Parda,Dezembro,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
182,2017,Norte,TO,1712405,Interior,Estadual,Urbana,269.74439,279.854704,Feminino,Parda,Julho,2003,"Sim, três",Completou a Faculdade,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
183,2017,Centro-Oeste,GO,5222302,Interior,Estadual,Rural,220.833108,254.491548,Masculino,Parda,Maio,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Sim,Somente continuar estudando
184,2017,Nordeste,PB,2507507,Capital,Municipal,Urbana,298.059348,302.765248,Masculino,Parda,Agosto,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Somente continuar estudando
185,2017,Nordeste,RN,2407203,Interior,Municipal,Urbana,185.312544,192.41786399999998,Masculino,Preta,Abril,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
186,2017,Nordeste,PE,2614105,Interior,Municipal,Rural,213.71366899999998,211.44366800000003,Feminino,Parda,Novembro,2004,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,Entre 1 e 2 horas,Mais de 3 horas,Sim,Somente continuar estudando
187,2017,Sul,PR,4114609,Interior,Estadual,Urbana,311.81665699999996,313.544531,Feminino,Branca,Dezembro,2003,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
188,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,190.23359399999998,287.510891,Masculino,Preta,Setembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
189,2017,Sul,RS,4318101,Interior,Estadual,Urbana,304.936322,263.03877,Masculino,Branca,Dezembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
