,ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
103,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,315.395466,318.085391,Feminino,Parda,Março,2003,"Sim, dois","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
104,2017,Sudeste,MG,3132404,Interior,Estadual,Urbana,313.884806,310.016328,Feminino,Branca,Abril,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Entre 1 e 2 horas,Não,Ainda não sei
105,2017,Sudeste,RJ,3301900,Interior,Municipal,Rural,254.32805499999998,267.206885,Masculino,Branca,Agosto,2001,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
106,2017,Centro-Oeste,GO,5208707,Capital,Estadual,Urbana,282.40583599999997,250.614688,Feminino,Parda,Março,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
107,2017,Nordeste,PE,2607802,Interior,Municipal,Urbana,204.065058,214.63422599999998,Feminino,Parda,Outubro,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Mais de 3 horas,Não,Somente continuar estudando
108,2017,Centro-Oeste,GO,5201108,Interior,Estadual,Urbana,163.944694,269.994403,Masculino,Branca,Janeiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Mais de 3 horas,Sim,Somente continuar estudando
109,2017,Norte,TO,1718451,Interior,Estadual,Urbana,217.865229,220.941284,Feminino,Parda,Janeiro,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,Entre 1 e 2 horas,Sim,Ainda não sei
110,2017,Centro-Oeste,GO,5201108,Interior,Estadual,Urbana,344.193704,382.705418,Masculino,Parda,Junho,2002,"Sim, dois",Completou a Faculdade,Completou a Faculdade,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
111,2017,Sul,PR,4120333,Interior,Estadual,Urbana,205.341075,199.747472,Feminino,Amarela,Setembro,2003,Não tem,Não sei,"Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
112,2017,Sudeste,SP,3553401,Interior,Municipal,Urbana,304.85544500000003,288.45932799999997,Feminino,Branca,Novembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
113,2017,Sudeste,SP,3551108,Interior,Estadual,Urbana,248.38293,263.47517799999997,Masculino,Branca,Fevereiro,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
114,2017,Sul,PR,4118204,Interior,Estadual,Urbana,252.80477799999997,193.488202,Feminino,Parda,Agosto,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
115,2017,Nordeste,BA,2927408,Capital,Estadual,Urbana,202.843693,246.61011499999998,Feminino,Parda,Março,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
116,2017,Sul,PR,4118204,Interior,Estadual,Urbana,311.03923399999996,268.097473,Feminino,Parda,Abril,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
117,2017,Sudeste,SP,3550308,Capital,Municipal,Urbana,240.881803,304.125276,Masculino,Parda,Maio,2002,"Sim, um",Não sei,Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
118,2017,Sudeste,SP,3502804,Interior,Estadual,Urbana,267.54754199999996,192.70721799999998,Feminino,Parda,Dezembro,2001,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Ainda não sei
120,2017,Norte,PA,1508100,Interior,Municipal,Urbana,205.051504,251.36616099999998,Feminino,Parda,Junho,2002,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
121,2017,Sudeste,SP,3552403,Interior,Estadual,Urbana,222.63973,203.358396,Masculino,Branca,Maio,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Ainda não sei
122,2017,Nordeste,PE,2612505,Interior,Estadual,Urbana,234.16300299999997,241.060565,Feminino,Parda,Março,2002,Não tem,Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
123,2017,Sudeste,SP,3555000,Interior,Estadual,Urbana,201.533077,183.84085100000001,Masculino,Parda,Junho,2003,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Somente continuar estudando
124,2017,Sudeste,RJ,3304904,Interior,Estadual,Urbana,255.62820299999998,259.87152000000003,Feminino,Parda,Abril,2001,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
125,2017,Nordeste,PE,2611804,Interior,Municipal,Urbana,169.145562,179.663179,Masculino,Preta,Agosto,2002,Não tem,Completou a Faculdade,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
127,2017,Nordeste,SE,2800308,Capital,Estadual,Urbana,276.78713999999997,247.46582599999996,Feminino,Parda,Abril,2003,"Sim, um",Completou a Faculdade,Completou a Faculdade,Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
128,2017,Nordeste,CE,2305902,Interior,Municipal,Urbana,243.41042400000003,205.219331,Feminino,Parda,Junho,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
129,2017,Nordeste,MA,2102507,Interior,Municipal,Urbana,226.45747999999998,209.61436799999998,Feminino,Branca,Abril,2002,"Sim, um",Completou a Faculdade,Completou a Faculdade,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
130,2017,Nordeste,BA,2921450,Interior,Municipal,Rural,186.612086,221.139925,Feminino,Parda,Outubro,2002,Não tem,Nunca estudou,Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
131,2017,Sudeste,SP,3527108,Interior,Estadual,Urbana,183.07613899999998,176.613246,Feminino,Não quero declarar,Julho,2003,"Sim, um",Completou a Faculdade,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
132,2017,Nordeste,CE,2304400,Capital,Municipal,Urbana,340.894768,254.28905,Feminino,Parda,Novembro,2002,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Nunca estudou,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
133,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,206.041146,208.581198,Masculino,Não quero declarar,Março,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
135,2017,Nordeste,CE,2301851,Interior,Municipal,Urbana,179.232992,228.531294,Masculino,Amarela,Maio,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
136,2017,Sul,PR,4118204,Interior,Estadual,Urbana,158.472876,136.80047,Feminino,Parda,Junho,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
137,2017,Sudeste,MG,3129004,Interior,Estadual,Urbana,155.30038000000002,167.524371,Feminino,Branca,Setembro,2001,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
138,2017,Nordeste,MA,2111052,Interior,Municipal,Urbana,265.42650299999997,266.769304,Feminino,Indígena,Setembro,2002,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Mais de 3 horas,Não,Continuar estudando e trabalhar
139,2017,Sul,PR,4105409,Interior,Estadual,Urbana,295.981557,240.068812,Masculino,Branca,Fevereiro,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
140,2017,Sudeste,MG,3106200,Capital,Estadual,Urbana,243.89023199999997,156.093775,Feminino,Branca,Junho,2003,"Sim, dois","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
141,2017,Nordeste,BA,2920502,Interior,Municipal,Urbana,185.61969,178.751798,Feminino,Parda,Junho,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Sim,Continuar estudando e trabalhar
142,2017,Sudeste,MG,3140159,Interior,Estadual,Urbana,179.86166200000002,200.927638,Masculino,Não quero declarar,Setembro,2001,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Entre 1 e 2 horas,Sim,Somente continuar estudando
143,2017,Nordeste,PE,2604106,Interior,Estadual,Urbana,264.57437400000003,267.455382,Feminino,Parda,Maio,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
145,2017,Nordeste,MA,2111300,Capital,Municipal,Urbana,269.680592,258.00667200000004,Masculino,Branca,Agosto,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
147,2017,Sul,PR,4106902,Capital,Estadual,Urbana,168.897807,180.04324599999998,Feminino,Não quero declarar,Junho,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
148,2017,Norte,RO,1100205,Capital,Estadual,Urbana,229.511966,212.344373,Feminino,Preta,Janeiro,2001,Não tem,Não sei,Não sei,Menos de 1 hora,Mais de 3 horas,Não,Ainda não sei
149,2017,Nordeste,PE,2601607,Interior,Estadual,Urbana,335.607513,329.018993,Masculino,Parda,Janeiro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
150,2017,Nordeste,CE,2304400,Capital,Estadual,Urbana,250.40623399999998,217.524586,Feminino,Parda,Abril,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
151,2017,Norte,AM,1300706,Interior,Estadual,Urbana,314.566036,305.62861200000003,Feminino,Branca,Setembro,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
152,2017,Sudeste,SP,3529401,Interior,Estadual,Urbana,246.723132,268.414662,Masculino,Preta,Março,2003,Não tem,Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
153,2017,Centro-Oeste,MS,5007406,Interior,Estadual,Urbana,217.26300299999997,237.547677,Feminino,Parda,Abril,2001,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
155,2017,Sudeste,MG,3124005,Interior,Estadual,Urbana,248.133633,263.55091200000004,Masculino,Preta,Fevereiro,2001,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
156,2017,Sudeste,RJ,3303500,Interior,Estadual,Urbana,227.63317200000003,219.467068,Feminino,Parda,Julho,2002,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Somente continuar estudando
157,2017,Centro-Oeste,GO,5200258,Interior,Estadual,Urbana,198.99051799999998,243.08660600000002,Feminino,Amarela,Setembro,2001,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Nunca estudou,Menos de 1 hora,Entre 1 e 2 horas,Sim,Continuar estudando e trabalhar
158,2017,Nordeste,PB,2507705,Interior,Municipal,Urbana,244.14641600000002,243.72489700000003,Feminino,Parda,Maio,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Somente continuar estudando
159,2017,Centro-Oeste,MT,5108956,Interior,Estadual,Urbana,183.525371,177.624282,Masculino,Branca,Abril,2003,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
160,2017,Nordeste,PB,2503704,Interior,Municipal,Rural,291.143038,237.47652599999998,Feminino,Indígena,Outubro,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Nunca estudou,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Ainda não sei
161,2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,229.71515,248.50788300000002,Feminino,Parda,Dezembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",Mais de 3 horas,Não,Continuar estudando e trabalhar
162,2017,Norte,PA,1505486,Interior,Municipal,Urbana,233.11160099999998,231.376325,Masculino,Não quero declarar,Dezembro,2001,Não tem,Completou a Faculdade,Não sei,Mais de 3 horas,Mais de 3 horas,Não,Somente continuar estudando
163,2017,Centro-Oeste,GO,5208707,Capital,Municipal,Urbana,283.037151,254.221867,Feminino,Não quero declarar,Agosto,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
164,2017,Sudeste,MG,3169901,Interior,Estadual,Urbana,247.31544100000002,258.856068,Feminino,Branca,Fevereiro,2003,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Mais de 3 horas,Não,Somente continuar estudando
165,2017,Sudeste,MG,3118601,Interior,Estadual,Urbana,167.213934,212.96271000000002,Feminino,Preta,Dezembro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Nunca estudou,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente trabalhar
166,2017,Norte,AP,1600600,Interior,Estadual,Urbana,282.870218,252.44723,Masculino,Parda,Novembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Ainda não sei
167,2017,Nordeste,BA,2901106,Interior,Estadual,Urbana,332.541182,291.948686,Feminino,Parda,Julho,2002,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
168,2017,Nordeste,BA,2910859,Interior,Municipal,Rural,189.508455,184.62870900000001,Feminino,Amarela,Agosto,1998 ou antes,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,Menos de 1 hora,Não,Somente trabalhar
169,2017,Norte,PA,1501402,Capital,Estadual,Urbana,252.703131,214.624221,Feminino,Branca,Fevereiro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Menos de 1 hora,Não,Continuar estudando e trabalhar
170,2017,Nordeste,BA,2906006,Interior,Municipal,Urbana,234.20994199999998,259.669189,Masculino,Parda,Outubro,2001,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
171,2017,Nordeste,AL,2707305,Interior,Municipal,Urbana,337.956033,331.451706,Feminino,Parda,Maio,2003,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
172,2017,Sudeste,SP,3522604,Interior,Estadual,Urbana,172.906235,212.26053399999998,Feminino,Parda,Agosto,2002,Não tem,Não sei,Não sei,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
173,2017,Sul,SC,4202909,Interior,Estadual,Urbana,281.376086,286.824142,Feminino,Branca,Julho,2003,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Menos de 1 hora,Não,Ainda não sei
175,2017,Nordeste,PI,2211001,Capital,Estadual,Urbana,289.688848,209.923117,Feminino,Preta,Setembro,1999,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Sim,Ainda não sei
176,2017,Sudeste,SP,3522505,Interior,Estadual,Urbana,256.449976,269.33179900000005,Feminino,Parda,Março,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
177,2017,Nordeste,PE,2603454,Interior,Estadual,Urbana,168.062372,184.99586599999998,Feminino,Branca,Maio,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
178,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,182.428903,218.52517000000003,Masculino,Branca,Março,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
179,2017,Nordeste,PE,2610400,Interior,Municipal,Rural,228.994419,278.72512,Masculino,Parda,Julho,2000,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas","Mais de 2 horas, até 3 horas",Não,Ainda não sei
181,2017,Sul,SC,4202404,Interior,Estadual,Urbana,156.397674,266.378337,Feminino,Branca,Dezembro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Entre 1 e 2 horas,Mais de 3 horas,Sim,Continuar estudando e trabalhar
182,2017,Sudeste,ES,3202009,Interior,Estadual,Urbana,278.644447,305.697472,Masculino,Branca,Fevereiro,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
183,2017,Sudeste,MG,3118601,Interior,Municipal,Urbana,224.666064,269.874458,Feminino,Parda,Março,2002,"Sim, um",Não sei,Não sei,Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
184,2017,Sul,RS,4307807,Interior,Estadual,Urbana,258.111647,232.187155,Feminino,Branca,Setembro,2001,"Sim, dois","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
185,2017,Centro-Oeste,GO,5204409,Interior,Estadual,Urbana,230.302445,269.868421,Masculino,Parda,Janeiro,2002,"Sim, um",Não sei,Não sei,Mais de 3 horas,Não faço trabalhos domésticos,Sim,Continuar estudando e trabalhar
186,2017,Nordeste,MA,2111300,Capital,Municipal,Urbana,256.809625,262.509805,Feminino,Parda,Dezembro,2002,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
187,2017,Nordeste,SE,2804607,Interior,Municipal,Rural,225.028688,217.522238,Feminino,Parda,Fevereiro,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Entre 1 e 2 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
188,2017,Sudeste,SP,3554102,Interior,Municipal,Urbana,271.479555,277.266274,Feminino,Parda,Março,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
189,2017,Sudeste,SP,3515004,Interior,Estadual,Urbana,227.393736,188.198887,Masculino,Parda,Dezembro,2003,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
190,2017,Norte,AP,1600303,Capital,Estadual,Urbana,297.05989900000003,235.44020099999997,Feminino,Parda,Setembro,2001,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
191,2017,Nordeste,MA,2104651,Interior,Municipal,Urbana,284.03379,236.126391,Feminino,Parda,Abril,2001,Não tem,Completou a Faculdade,Completou a Faculdade,Menos de 1 hora,Entre 1 e 2 horas,Não,Somente continuar estudando
192,2017,Sudeste,RJ,6308717,Interior,Municipal,Rural,233.94169300000001,209.806246,Feminino,Branca,Janeiro,2003,Não tem,"Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
193,2017,Sul,PR,4101309,Interior,Estadual,Urbana,281.685546,233.651367,Feminino,Parda,Março,2003,"Sim, um","Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
195,2017,Sudeste,SP,3523107,Interior,Estadual,Urbana,292.337462,217.48372799999999,Feminino,Parda,Maio,2003,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não vejo TV, não navego na internet e não jogo jogos eletrônicos",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
196,2017,Sudeste,SP,3531308,Interior,Estadual,Urbana,310.233494,231.015876,Feminino,Preta,Março,2003,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
197,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,153.66476799999998,229.721633,Masculino,Branca,Dezembro,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,Menos de 1 hora,Menos de 1 hora,Não,Continuar estudando e trabalhar
198,2017,Sudeste,SP,3539004,Interior,Estadual,Urbana,190.911683,207.881091,Feminino,Parda,Maio,2003,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
199,2017,Nordeste,BA,2930105,Interior,Municipal,Rural,224.157387,164.399878,Feminino,Preta,Novembro,2001,Não tem,Nunca estudou,Nunca estudou,Menos de 1 hora,Entre 1 e 2 horas,Não,Ainda não sei
200,2017,Nordeste,PB,2505402,Interior,Estadual,Urbana,214.161523,224.434275,Feminino,Parda,Fevereiro,2003,Não tem,Não sei,Não sei,Menos de 1 hora,Menos de 1 hora,Não,Somente continuar estudando
201,2017,Sudeste,RJ,3300258,Interior,Municipal,Urbana,320.249798,253.581285,Feminino,Branca,Julho,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Mais de 2 horas, até 3 horas",Não,Ainda não sei
202,2017,Sudeste,SP,3545803,Interior,Estadual,Urbana,308.557995,294.348479,Feminino,Não quero declarar,Junho,2003,"Sim, um",Completou a Faculdade,Não sei,Menos de 1 hora,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
203,2017,Sudeste,MG,3106200,Capital,Estadual,Urbana,328.553855,221.75507599999997,Masculino,Branca,Dezembro,2002,Não tem,Não sei,Não sei,Menos de 1 hora,Não faço trabalhos domésticos,Não,Somente continuar estudando
